exam_type,subject,topic,difficulty,question,a,b,c,d,answer
CPA,AFAR,Partnership,Hard,"[AFAR-51] USD 79,314 recorded at PHP 54.27/USD then settled at PHP 52.29/USD. Compute FX gain (loss).","-157,041.72","-164,893.81","-141,337.54","-149,189.63",A
CPA,AFAR,Consolidation,Hard,"[AFAR-52] USD 30,637 recorded at PHP 55.78/USD then settled at PHP 54.96/USD. Compute FX gain (loss).","-23,866.22","-25,122.34","-26,378.46","-22,610.10",B
CPA,AFAR,Partnership,Hard,"[AFAR-53] USD 252,825 recorded at PHP 56.35/USD then settled at PHP 54.73/USD. Compute FX gain (loss).","-430,055.33","-389,097.67","-409,576.50","-368,618.84",C
CPA,AFAR,Partnership,Hard,"[AFAR-54] USD 163,503 recorded at PHP 55.76/USD then settled at PHP 55.54/USD. Compute FX gain (loss).","-35,970.66","-32,373.60","-34,172.13","-37,769.19",A
CPA,AFAR,Consolidation,Hard,"[AFAR-55] USD 266,153 recorded at PHP 55.19/USD then settled at PHP 54.44/USD. Compute FX gain (loss).","-189,634.01","-179,653.27","-209,595.49","-199,614.75",D
CPA,AFAR,Business Combination,Hard,"[AFAR-56] USD 127,257 recorded at PHP 54.85/USD then settled at PHP 55.65/USD. Compute FX gain (loss).","101,805.60","111,986.16","96,715.32","106,895.88",A
CPA,AFAR,Consolidation,Hard,"[AFAR-57] USD 106,967 recorded at PHP 57.20/USD then settled at PHP 56.12/USD. Compute FX gain (loss).","-115,524.36","-109,748.14","-103,971.92","-121,300.58",A
CPA,AFAR,Business Combination,Hard,"[AFAR-58] USD 128,876 recorded at PHP 56.47/USD then settled at PHP 55.68/USD. Compute FX gain (loss).","-101,812.04","-91,630.84","-96,721.44","-106,902.64",A
CPA,AFAR,Consolidation,Hard,"[AFAR-59] USD 147,174 recorded at PHP 54.70/USD then settled at PHP 53.91/USD. Compute FX gain (loss).","-104,640.72","-110,454.09","-116,267.46","-122,080.83",C
CPA,AFAR,Business Combination,Hard,"[AFAR-60] USD 85,554 recorded at PHP 55.78/USD then settled at PHP 55.28/USD. Compute FX gain (loss).","-38,499.30","-40,638.15","-44,915.85","-42,777.00",D
CPA,AFAR,Partnership,Hard,"[AFAR-61] USD 38,959 recorded at PHP 57.20/USD then settled at PHP 57.26/USD. Compute FX gain (loss).","2,220.66","2,454.42","2,337.54","2,571.30",C
CPA,AFAR,Business Combination,Hard,"[AFAR-62] USD 285,303 recorded at PHP 55.40/USD then settled at PHP 57.36/USD. Compute FX gain (loss).","531,234.19","615,113.26","559,193.88","587,153.57",C
CPA,AFAR,Partnership,Hard,"[AFAR-63] USD 295,608 recorded at PHP 55.72/USD then settled at PHP 56.21/USD. Compute FX gain (loss).","144,847.92","159,332.72","137,605.52","152,090.32",A
CPA,AFAR,Foreign Currency,Hard,"[AFAR-64] USD 206,766 recorded at PHP 57.45/USD then settled at PHP 58.91/USD. Compute FX gain (loss).","316,972.28","286,784.44","332,066.20","301,878.36",D
CPA,AFAR,Consolidation,Hard,"[AFAR-65] USD 111,656 recorded at PHP 55.96/USD then settled at PHP 55.53/USD. Compute FX gain (loss).","-45,611.48","-48,012.08","-50,412.68","-43,210.88",B
CPA,AFAR,Foreign Currency,Hard,"[AFAR-66] USD 216,080 recorded at PHP 54.12/USD then settled at PHP 52.46/USD. Compute FX gain (loss).","-376,627.44","-340,758.16","-322,823.52","-358,692.80",D
CPA,AFAR,Foreign Currency,Hard,"[AFAR-67] USD 84,552 recorded at PHP 55.83/USD then settled at PHP 55.22/USD. Compute FX gain (loss).","-54,155.56","-48,997.88","-51,576.72","-46,419.04",C
CPA,AFAR,Foreign Currency,Hard,"[AFAR-68] USD 182,846 recorded at PHP 57.59/USD then settled at PHP 55.98/USD. Compute FX gain (loss).","-279,662.96","-294,382.06","-264,943.86","-309,101.16",B
CPA,AFAR,Foreign Currency,Hard,"[AFAR-69] USD 261,659 recorded at PHP 56.51/USD then settled at PHP 54.91/USD. Compute FX gain (loss).","-418,654.40","-376,788.96","-439,587.12","-397,721.68",A
CPA,AFAR,Partnership,Hard,"[AFAR-70] USD 198,720 recorded at PHP 56.38/USD then settled at PHP 54.88/USD. Compute FX gain (loss).","-312,984.00","-268,272.00","-298,080.00","-283,176.00",C
CPA,AFAR,Business Combination,Medium,"[AFAR-71] USD 264,454 recorded at PHP 57.80/USD then settled at PHP 59.46/USD. Compute FX gain (loss).","482,893.00","417,043.96","438,993.64","460,943.32",C
CPA,AFAR,Business Combination,Medium,"[AFAR-72] USD 263,149 recorded at PHP 55.69/USD then settled at PHP 57.66/USD. Compute FX gain (loss).","492,483.35","544,323.71","518,403.53","570,243.89",C
CPA,AFAR,Foreign Currency,Medium,"[AFAR-73] USD 269,337 recorded at PHP 55.41/USD then settled at PHP 53.80/USD. Compute FX gain (loss).","-455,314.20","-411,950.94","-433,632.57","-390,269.31",C
CPA,AFAR,Consolidation,Medium,"[AFAR-74] USD 56,012 recorded at PHP 55.02/USD then settled at PHP 55.20/USD. Compute FX gain (loss).","9,578.05","10,586.27","10,082.16","11,090.38",C
CPA,AFAR,Partnership,Medium,"[AFAR-75] USD 108,544 recorded at PHP 54.04/USD then settled at PHP 52.61/USD. Compute FX gain (loss).","-139,696.12","-155,217.92","-147,457.02","-162,978.82",B
CPA,AFAR,Business Combination,Medium,"[AFAR-76] USD 138,714 recorded at PHP 55.46/USD then settled at PHP 56.47/USD. Compute FX gain (loss).","154,111.26","147,106.20","133,096.08","140,101.14",D
CPA,AFAR,Partnership,Medium,"[AFAR-77] USD 187,332 recorded at PHP 55.71/USD then settled at PHP 56.17/USD. Compute FX gain (loss).","94,790.00","86,172.72","81,864.08","90,481.36",B
CPA,AFAR,Partnership,Medium,"[AFAR-78] USD 296,598 recorded at PHP 55.68/USD then settled at PHP 53.82/USD. Compute FX gain (loss).","-551,672.28","-579,255.89","-524,088.67","-496,505.06",A
CPA,AFAR,Business Combination,Medium,"[AFAR-79] USD 156,629 recorded at PHP 54.83/USD then settled at PHP 56.56/USD. Compute FX gain (loss).","270,968.17","257,419.76","298,064.99","284,516.58",A
CPA,AFAR,Consolidation,Medium,"[AFAR-80] USD 159,187 recorded at PHP 55.25/USD then settled at PHP 56.74/USD. Compute FX gain (loss).","225,329.20","249,048.06","260,907.49","237,188.63",D
CPA,AFAR,Foreign Currency,Medium,"[AFAR-81] USD 186,841 recorded at PHP 56.91/USD then settled at PHP 58.75/USD. Compute FX gain (loss).","343,787.44","378,166.18","360,976.81","326,598.07",A
CPA,AFAR,Partnership,Medium,"[AFAR-82] USD 262,099 recorded at PHP 56.43/USD then settled at PHP 57.13/USD. Compute FX gain (loss).","183,469.30","192,642.77","174,295.83","201,816.24",A
CPA,AFAR,Partnership,Medium,"[AFAR-83] USD 190,099 recorded at PHP 56.28/USD then settled at PHP 55.71/USD. Compute FX gain (loss).","-108,356.43","-102,938.61","-113,774.25","-97,520.79",A
CPA,AFAR,Business Combination,Medium,"[AFAR-84] USD 151,642 recorded at PHP 57.13/USD then settled at PHP 55.17/USD. Compute FX gain (loss).","-282,357.40","-312,079.24","-297,218.32","-267,496.48",C
CPA,AFAR,Foreign Currency,Medium,"[AFAR-85] USD 174,120 recorded at PHP 56.16/USD then settled at PHP 56.34/USD. Compute FX gain (loss).","34,475.76","29,774.52","32,908.68","31,341.60",D
CPA,AFAR,Partnership,Medium,"[AFAR-86] USD 157,167 recorded at PHP 55.54/USD then settled at PHP 57.20/USD. Compute FX gain (loss).","273,942.08","247,852.36","286,986.94","260,897.22",D
CPA,AFAR,Partnership,Medium,"[AFAR-87] USD 50,235 recorded at PHP 54.31/USD then settled at PHP 53.02/USD. Compute FX gain (loss).","-61,562.99","-68,043.31","-64,803.15","-58,322.83",C
CPA,AFAR,Consolidation,Medium,"[AFAR-88] USD 171,564 recorded at PHP 54.51/USD then settled at PHP 56.01/USD. Compute FX gain (loss).","270,213.30","283,080.60","244,478.70","257,346.00",D
CPA,AFAR,Business Combination,Medium,"[AFAR-89] USD 74,996 recorded at PHP 57.18/USD then settled at PHP 55.47/USD. Compute FX gain (loss).","-134,655.32","-121,831.00","-115,418.84","-128,243.16",D
CPA,AFAR,Business Combination,Medium,"[AFAR-90] USD 32,570 recorded at PHP 57.03/USD then settled at PHP 58.48/USD. Compute FX gain (loss).","47,226.50","49,587.83","51,949.16","44,865.17",A
CPA,AFAR,Consolidation,Easy,"[AFAR-91] USD 119,703 recorded at PHP 57.72/USD then settled at PHP 57.38/USD. Compute FX gain (loss).","-38,664.07","-40,699.02","-36,629.12","-42,733.97",B
CPA,AFAR,Business Combination,Easy,"[AFAR-92] USD 228,245 recorded at PHP 56.86/USD then settled at PHP 55.13/USD. Compute FX gain (loss).","-414,607.04","-394,863.85","-375,120.66","-355,377.47",B
CPA,AFAR,Consolidation,Easy,"[AFAR-93] USD 20,438 recorded at PHP 55.15/USD then settled at PHP 56.27/USD. Compute FX gain (loss).","21,746.03","24,035.09","22,890.56","25,179.62",C
CPA,AFAR,Partnership,Easy,"[AFAR-94] USD 262,219 recorded at PHP 56.10/USD then settled at PHP 54.70/USD. Compute FX gain (loss).","-367,106.60","-330,395.94","-385,461.93","-348,751.27",A
CPA,AFAR,Business Combination,Easy,"[AFAR-95] USD 36,273 recorded at PHP 57.55/USD then settled at PHP 56.32/USD. Compute FX gain (loss).","-40,154.21","-46,846.58","-42,385.00","-44,615.79",D
CPA,AFAR,Foreign Currency,Easy,"[AFAR-96] USD 59,160 recorded at PHP 57.43/USD then settled at PHP 55.47/USD. Compute FX gain (loss).","-110,155.92","-115,953.60","-104,358.24","-121,751.28",B
CPA,AFAR,Foreign Currency,Easy,"[AFAR-97] USD 121,934 recorded at PHP 55.36/USD then settled at PHP 53.73/USD. Compute FX gain (loss).","-188,814.80","-178,877.18","-208,690.04","-198,752.42",D
CPA,AFAR,Consolidation,Easy,"[AFAR-98] USD 263,260 recorded at PHP 56.23/USD then settled at PHP 57.38/USD. Compute FX gain (loss).","333,023.90","287,611.55","302,749.00","317,886.45",C
CPA,AFAR,Business Combination,Easy,"[AFAR-99] USD 152,141 recorded at PHP 56.73/USD then settled at PHP 56.29/USD. Compute FX gain (loss).","-63,594.94","-60,247.84","-66,942.04","-70,289.14",C
CPA,AFAR,Consolidation,Easy,"[AFAR-100] USD 113,313 recorded at PHP 57.75/USD then settled at PHP 57.64/USD. Compute FX gain (loss).","-11,841.21","-12,464.43","-11,217.99","-13,087.65",B
CPA,Auditing,Audit Risk,Hard,"[Auditing-1] Planning materiality is 1% of PHP 5,159,034.00. Compute materiality.","56,749.38","51,590.34","54,169.86","49,010.82",B
CPA,Auditing,Sampling,Hard,"[Auditing-2] Planning materiality is 0.75% of PHP 3,061,894.00. Compute materiality.","21,815.99","22,964.20","24,112.41","25,260.62",B
CPA,Auditing,Materiality,Hard,"[Auditing-3] Planning materiality is 1% of PHP 2,243,386.00. Compute materiality.","22,433.86","23,555.55","24,677.24","21,312.17",A
CPA,Auditing,Sampling,Hard,"[Auditing-4] Planning materiality is 1.5% of PHP 1,102,650.00. Compute materiality.","18,193.73","16,539.75","17,366.74","15,712.76",B
CPA,Auditing,Sampling,Hard,"[Auditing-5] Planning materiality is 0.5% of PHP 897,249.00. Compute materiality.","4,710.55","4,261.93","4,486.24","4,934.86",C
CPA,Auditing,Audit Opinion,Hard,"[Auditing-6] Planning materiality is 0.75% of PHP 5,987,531.00. Compute materiality.","42,661.16","47,151.80","49,397.12","44,906.48",D
CPA,Auditing,Sampling,Hard,"[Auditing-7] Planning materiality is 0.5% of PHP 2,195,012.00. Compute materiality.","12,072.56","10,426.31","11,523.81","10,975.06",D
CPA,Auditing,Sampling,Hard,"[Auditing-8] Planning materiality is 1.5% of PHP 4,869,118.00. Compute materiality.","69,384.93","80,340.45","73,036.77","76,688.61",C
CPA,Auditing,Audit Evidence,Hard,"[Auditing-9] Planning materiality is 1.5% of PHP 5,330,228.00. Compute materiality.","75,955.75","83,951.09","79,953.42","87,948.76",C
CPA,Auditing,Audit Opinion,Hard,"[Auditing-10] Planning materiality is 0.75% of PHP 3,545,728.00. Compute materiality.","26,592.96","27,922.61","29,252.26","25,263.31",A
CPA,Auditing,Materiality,Hard,"[Auditing-11] Planning materiality is 2% of PHP 3,876,666.00. Compute materiality.","85,286.66","73,656.65","81,409.99","77,533.32",D
CPA,Auditing,Materiality,Hard,"[Auditing-12] Planning materiality is 2% of PHP 938,815.00. Compute materiality.","17,837.48","19,715.12","18,776.30","20,653.94",C
CPA,Auditing,Sampling,Hard,"[Auditing-13] Planning materiality is 0.5% of PHP 3,884,277.00. Compute materiality.","18,450.32","21,363.53","20,392.46","19,421.39",D
CPA,Auditing,Audit Risk,Hard,"[Auditing-14] Planning materiality is 1.5% of PHP 2,538,032.00. Compute materiality.","36,166.96","38,070.48","41,877.52","39,974.00",B
CPA,Auditing,Materiality,Hard,"[Auditing-15] Planning materiality is 0.5% of PHP 4,360,105.00. Compute materiality.","23,980.59","22,890.56","20,710.50","21,800.53",D
CPA,Auditing,Audit Evidence,Hard,"[Auditing-16] Planning materiality is 0.75% of PHP 3,445,398.00. Compute materiality.","24,548.47","28,424.53","25,840.49","27,132.51",C
CPA,Auditing,Audit Evidence,Hard,"[Auditing-17] Planning materiality is 1% of PHP 2,004,596.00. Compute materiality.","20,045.96","22,050.56","21,048.26","19,043.66",A
CPA,Auditing,Audit Risk,Hard,"[Auditing-18] Planning materiality is 1.5% of PHP 5,165,733.00. Compute materiality.","85,234.59","73,611.69","81,360.29","77,485.99",D
CPA,Auditing,Audit Opinion,Hard,"[Auditing-19] Planning materiality is 0.75% of PHP 3,587,115.00. Compute materiality.","26,903.36","25,558.19","28,248.53","29,593.70",A
CPA,Auditing,Audit Opinion,Hard,"[Auditing-20] Planning materiality is 1% of PHP 2,503,007.00. Compute materiality.","23,778.57","26,281.57","27,533.07","25,030.07",D
CPA,Auditing,Audit Evidence,Hard,"[Auditing-21] Planning materiality is 0.5% of PHP 2,065,561.00. Compute materiality.","11,360.59","9,811.42","10,327.81","10,844.20",C
CPA,Auditing,Audit Evidence,Hard,"[Auditing-22] Planning materiality is 2% of PHP 3,090,181.00. Compute materiality.","58,713.44","61,803.62","64,893.80","67,983.98",B
CPA,Auditing,Materiality,Hard,"[Auditing-23] Planning materiality is 1% of PHP 2,799,639.00. Compute materiality.","30,796.03","26,596.57","29,396.21","27,996.39",D
CPA,Auditing,Audit Evidence,Hard,"[Auditing-24] Planning materiality is 0.5% of PHP 3,319,736.00. Compute materiality.","16,598.68","17,428.61","15,768.75","18,258.54",A
CPA,Auditing,Materiality,Hard,"[Auditing-25] Planning materiality is 0.5% of PHP 4,014,182.00. Compute materiality.","21,074.46","22,078.01","20,070.91","19,067.36",C
CPA,Auditing,Audit Risk,Hard,"[Auditing-26] Planning materiality is 0.75% of PHP 4,875,298.00. Compute materiality.","36,564.74","38,392.98","40,221.22","34,736.50",A
CPA,Auditing,Audit Opinion,Hard,"[Auditing-27] Planning materiality is 1% of PHP 2,394,749.00. Compute materiality.","26,342.23","25,144.86","23,947.49","22,750.12",C
CPA,Auditing,Sampling,Hard,"[Auditing-28] Planning materiality is 2% of PHP 1,927,862.00. Compute materiality.","38,557.24","36,629.38","40,485.10","42,412.96",A
CPA,Auditing,Audit Opinion,Hard,"[Auditing-29] Planning materiality is 0.5% of PHP 4,843,505.00. Compute materiality.","24,217.53","23,006.65","26,639.29","25,428.41",A
CPA,Auditing,Audit Risk,Hard,"[Auditing-30] Planning materiality is 0.5% of PHP 3,835,673.00. Compute materiality.","18,219.45","20,137.29","19,178.37","21,096.21",C
CPA,Auditing,Materiality,Hard,"[Auditing-31] Planning materiality is 2% of PHP 3,887,930.00. Compute materiality.","81,646.53","73,870.67","85,534.46","77,758.60",D
CPA,Auditing,Sampling,Hard,"[Auditing-32] Planning materiality is 0.5% of PHP 633,468.00. Compute materiality.","3,484.08","3,008.97","3,167.34","3,325.71",C
CPA,Auditing,Materiality,Hard,"[Auditing-33] Planning materiality is 0.5% of PHP 4,606,581.00. Compute materiality.","21,881.25","25,336.20","24,184.55","23,032.90",D
CPA,Auditing,Audit Risk,Hard,"[Auditing-34] Planning materiality is 2% of PHP 2,167,245.00. Compute materiality.","45,512.15","41,177.65","43,344.90","47,679.40",C
CPA,Auditing,Audit Evidence,Hard,"[Auditing-35] Planning materiality is 1% of PHP 825,399.00. Compute materiality.","8,666.69","7,841.29","9,079.39","8,253.99",D
CPA,Auditing,Audit Opinion,Hard,"[Auditing-36] Planning materiality is 2% of PHP 3,115,422.00. Compute materiality.","59,193.02","62,308.44","65,423.86","68,539.28",B
CPA,Auditing,Materiality,Hard,"[Auditing-37] Planning materiality is 1.5% of PHP 4,027,484.00. Compute materiality.","66,453.48","57,391.65","63,432.87","60,412.26",D
CPA,Auditing,Materiality,Hard,"[Auditing-38] Planning materiality is 1% of PHP 2,498,961.00. Compute materiality.","26,239.09","23,740.13","27,488.57","24,989.61",D
CPA,Auditing,Audit Opinion,Hard,"[Auditing-39] Planning materiality is 0.75% of PHP 738,591.00. Compute materiality.","6,093.37","5,262.46","5,539.43","5,816.40",C
CPA,Auditing,Audit Risk,Hard,"[Auditing-40] Planning materiality is 0.5% of PHP 3,061,977.00. Compute materiality.","14,544.40","16,075.38","16,840.87","15,309.89",D
CPA,Auditing,Audit Risk,Hard,"[Auditing-41] Planning materiality is 1.5% of PHP 1,898,058.00. Compute materiality.","27,047.33","29,894.41","28,470.87","31,317.95",C
CPA,Auditing,Sampling,Hard,"[Auditing-42] Planning materiality is 0.5% of PHP 4,631,766.00. Compute materiality.","24,316.77","25,474.71","23,158.83","22,000.89",C
CPA,Auditing,Audit Risk,Hard,"[Auditing-43] Planning materiality is 0.5% of PHP 876,537.00. Compute materiality.","4,163.56","4,382.69","4,601.82","4,820.95",B
CPA,Auditing,Audit Risk,Hard,"[Auditing-44] Planning materiality is 0.5% of PHP 4,788,136.00. Compute materiality.","22,743.65","23,940.68","25,137.71","26,334.74",B
CPA,Auditing,Audit Opinion,Hard,"[Auditing-45] Planning materiality is 1.5% of PHP 3,345,283.00. Compute materiality.","55,197.16","50,179.24","47,670.28","52,688.20",B
CPA,Auditing,Audit Opinion,Hard,"[Auditing-46] Planning materiality is 2% of PHP 2,209,439.00. Compute materiality.","46,398.22","48,607.66","41,979.34","44,188.78",D
CPA,Auditing,Materiality,Hard,"[Auditing-47] Planning materiality is 1.5% of PHP 2,149,570.00. Compute materiality.","30,631.37","32,243.55","35,467.91","33,855.73",B
CPA,Auditing,Materiality,Hard,"[Auditing-48] Planning materiality is 1.5% of PHP 4,796,662.00. Compute materiality.","75,547.43","71,949.93","79,144.93","68,352.43",B
CPA,Auditing,Audit Opinion,Hard,"[Auditing-49] Planning materiality is 2% of PHP 1,635,351.00. Compute materiality.","35,977.72","31,071.67","34,342.37","32,707.02",D
CPA,Auditing,Audit Evidence,Hard,"[Auditing-50] Planning materiality is 1.5% of PHP 694,214.00. Compute materiality.","10,413.21","11,454.53","10,933.87","9,892.55",A
CPA,Auditing,Materiality,Hard,"[Auditing-51] Planning materiality is 1% of PHP 5,070,885.00. Compute materiality.","48,173.41","50,708.85","53,244.29","55,779.73",B
CPA,Auditing,Audit Evidence,Hard,"[Auditing-52] Planning materiality is 0.5% of PHP 3,266,362.00. Compute materiality.","15,515.22","16,331.81","17,148.40","17,964.99",B
CPA,Auditing,Audit Evidence,Hard,"[Auditing-53] Planning materiality is 2% of PHP 3,155,545.00. Compute materiality.","59,955.35","63,110.90","69,422.00","66,266.45",B
CPA,Auditing,Materiality,Hard,"[Auditing-54] Planning materiality is 1% of PHP 1,658,764.00. Compute materiality.","17,417.02","16,587.64","15,758.26","18,246.40",B
CPA,Auditing,Audit Risk,Hard,"[Auditing-55] Planning materiality is 1% of PHP 3,654,618.00. Compute materiality.","34,718.87","36,546.18","38,373.49","40,200.80",B
CPA,Auditing,Audit Opinion,Hard,"[Auditing-56] Planning materiality is 0.75% of PHP 4,836,268.00. Compute materiality.","38,085.61","39,899.21","34,458.41","36,272.01",D
CPA,Auditing,Audit Risk,Hard,"[Auditing-57] Planning materiality is 2% of PHP 624,433.00. Compute materiality.","13,113.09","13,737.52","12,488.66","11,864.23",C
CPA,Auditing,Audit Risk,Hard,"[Auditing-58] Planning materiality is 1% of PHP 726,583.00. Compute materiality.","7,629.12","6,902.54","7,265.83","7,992.41",C
CPA,Auditing,Audit Opinion,Hard,"[Auditing-59] Planning materiality is 0.5% of PHP 4,418,130.00. Compute materiality.","24,299.71","23,195.18","22,090.65","20,986.12",C
CPA,Auditing,Audit Opinion,Hard,"[Auditing-60] Planning materiality is 0.5% of PHP 1,005,147.00. Compute materiality.","4,774.44","5,277.02","5,025.73","5,528.31",C
CPA,Auditing,Materiality,Hard,"[Auditing-61] Planning materiality is 1% of PHP 1,524,594.00. Compute materiality.","16,008.24","15,245.94","14,483.64","16,770.54",B
CPA,Auditing,Audit Risk,Hard,"[Auditing-62] Planning materiality is 0.75% of PHP 1,382,879.00. Compute materiality.","9,853.01","10,371.59","11,408.75","10,890.17",B
CPA,Auditing,Sampling,Hard,"[Auditing-63] Planning materiality is 2% of PHP 3,722,067.00. Compute materiality.","78,163.41","74,441.34","70,719.27","81,885.48",B
CPA,Auditing,Audit Opinion,Hard,"[Auditing-64] Planning materiality is 1.5% of PHP 5,912,948.00. Compute materiality.","88,694.22","84,259.51","97,563.64","93,128.93",A
CPA,Auditing,Audit Risk,Hard,"[Auditing-65] Planning materiality is 2% of PHP 775,541.00. Compute materiality.","17,061.90","16,286.36","14,735.28","15,510.82",D
CPA,Auditing,Audit Risk,Hard,"[Auditing-66] Planning materiality is 0.5% of PHP 5,773,854.00. Compute materiality.","27,425.81","30,312.73","31,756.19","28,869.27",D
CPA,Auditing,Audit Evidence,Hard,"[Auditing-67] Planning materiality is 0.5% of PHP 3,868,373.00. Compute materiality.","20,308.96","18,374.78","21,276.05","19,341.87",D
CPA,Auditing,Audit Opinion,Hard,"[Auditing-68] Planning materiality is 0.75% of PHP 1,574,659.00. Compute materiality.","11,809.94","12,400.44","11,219.44","12,990.94",A
CPA,Auditing,Audit Risk,Hard,"[Auditing-69] Planning materiality is 1% of PHP 5,545,024.00. Compute materiality.","58,222.75","60,995.26","55,450.24","52,677.73",C
CPA,Auditing,Audit Evidence,Hard,"[Auditing-70] Planning materiality is 1% of PHP 4,616,441.00. Compute materiality.","50,780.85","46,164.41","48,472.63","43,856.19",B
CPA,Auditing,Sampling,Medium,"[Auditing-71] Planning materiality is 0.75% of PHP 1,051,367.00. Compute materiality.","8,279.51","7,490.99","8,673.77","7,885.25",D
CPA,Auditing,Audit Evidence,Medium,"[Auditing-72] Planning materiality is 0.75% of PHP 4,156,281.00. Compute materiality.","34,289.33","32,730.72","29,613.50","31,172.11",D
CPA,Auditing,Audit Risk,Medium,"[Auditing-73] Planning materiality is 0.5% of PHP 1,109,021.00. Compute materiality.","5,822.37","6,099.63","5,545.11","5,267.85",C
CPA,Auditing,Materiality,Medium,"[Auditing-74] Planning materiality is 1% of PHP 5,783,849.00. Compute materiality.","57,838.49","54,946.57","60,730.41","63,622.33",A
CPA,Auditing,Audit Opinion,Medium,"[Auditing-75] Planning materiality is 2% of PHP 796,565.00. Compute materiality.","16,727.87","15,931.30","15,134.73","17,524.44",B
CPA,Auditing,Sampling,Medium,"[Auditing-76] Planning materiality is 1% of PHP 1,383,745.00. Compute materiality.","13,145.58","15,221.19","13,837.45","14,529.32",C
CPA,Auditing,Audit Risk,Medium,"[Auditing-77] Planning materiality is 0.5% of PHP 1,139,566.00. Compute materiality.","5,982.72","5,412.94","6,267.61","5,697.83",D
CPA,Auditing,Audit Risk,Medium,"[Auditing-78] Planning materiality is 0.5% of PHP 3,442,814.00. Compute materiality.","16,353.37","18,935.47","18,074.77","17,214.07",D
CPA,Auditing,Materiality,Medium,"[Auditing-79] Planning materiality is 1% of PHP 515,590.00. Compute materiality.","4,898.10","5,671.50","5,413.70","5,155.90",D
CPA,Auditing,Materiality,Medium,"[Auditing-80] Planning materiality is 1% of PHP 5,542,957.00. Compute materiality.","52,658.09","55,429.57","60,972.53","58,201.05",B
CPA,Auditing,Audit Opinion,Medium,"[Auditing-81] Planning materiality is 0.5% of PHP 5,259,697.00. Compute materiality.","24,983.57","28,928.33","26,298.49","27,613.41",C
CPA,Auditing,Audit Risk,Medium,"[Auditing-82] Planning materiality is 0.5% of PHP 5,839,916.00. Compute materiality.","30,659.56","32,119.54","29,199.58","27,739.60",C
CPA,Auditing,Audit Risk,Medium,"[Auditing-83] Planning materiality is 0.75% of PHP 1,596,780.00. Compute materiality.","11,975.85","13,173.43","11,377.06","12,574.64",A
CPA,Auditing,Audit Opinion,Medium,"[Auditing-84] Planning materiality is 1.5% of PHP 2,217,619.00. Compute materiality.","33,264.28","31,601.07","34,927.49","36,590.70",A
CPA,Auditing,Materiality,Medium,"[Auditing-85] Planning materiality is 1% of PHP 886,666.00. Compute materiality.","9,753.32","8,866.66","9,309.99","8,423.33",B
CPA,Auditing,Audit Opinion,Medium,"[Auditing-86] Planning materiality is 1.5% of PHP 2,900,755.00. Compute materiality.","47,862.46","43,511.32","45,686.89","41,335.75",B
CPA,Auditing,Audit Evidence,Medium,"[Auditing-87] Planning materiality is 0.75% of PHP 2,647,150.00. Compute materiality.","18,860.94","19,853.62","20,846.30","21,838.98",B
CPA,Auditing,Audit Opinion,Medium,"[Auditing-88] Planning materiality is 0.75% of PHP 5,827,444.00. Compute materiality.","43,705.83","41,520.54","45,891.12","48,076.41",A
CPA,Auditing,Audit Evidence,Medium,"[Auditing-89] Planning materiality is 1.5% of PHP 5,807,178.00. Compute materiality.","82,752.29","91,463.05","87,107.67","95,818.43",C
CPA,Auditing,Audit Risk,Medium,"[Auditing-90] Planning materiality is 0.5% of PHP 4,417,740.00. Compute materiality.","20,984.26","22,088.70","24,297.58","23,193.14",B
CPA,Auditing,Materiality,Easy,"[Auditing-91] Planning materiality is 1% of PHP 3,532,587.00. Compute materiality.","35,325.87","37,092.16","38,858.45","33,559.58",A
CPA,Auditing,Materiality,Easy,"[Auditing-92] Planning materiality is 1.5% of PHP 3,557,678.00. Compute materiality.","50,696.91","56,033.43","53,365.17","58,701.69",C
CPA,Auditing,Audit Risk,Easy,"[Auditing-93] Planning materiality is 1% of PHP 4,083,115.00. Compute materiality.","38,789.59","44,914.27","40,831.15","42,872.71",C
CPA,Auditing,Audit Evidence,Easy,"[Auditing-94] Planning materiality is 0.75% of PHP 5,546,622.00. Compute materiality.","39,519.69","41,599.67","43,679.65","45,759.63",B
CPA,Auditing,Audit Opinion,Easy,"[Auditing-95] Planning materiality is 2% of PHP 585,196.00. Compute materiality.","11,703.92","11,118.72","12,289.12","12,874.32",A
CPA,Auditing,Audit Opinion,Easy,"[Auditing-96] Planning materiality is 1.5% of PHP 2,901,916.00. Compute materiality.","45,705.18","47,881.62","43,528.74","41,352.30",C
CPA,Auditing,Materiality,Easy,"[Auditing-97] Planning materiality is 0.75% of PHP 4,355,171.00. Compute materiality.","35,930.16","32,663.78","34,296.97","31,030.59",B
CPA,Auditing,Audit Evidence,Easy,"[Auditing-98] Planning materiality is 1.5% of PHP 1,569,326.00. Compute materiality.","25,893.87","22,362.90","24,716.88","23,539.89",D
CPA,Auditing,Audit Opinion,Easy,"[Auditing-99] Planning materiality is 2% of PHP 3,760,635.00. Compute materiality.","71,452.06","75,212.70","78,973.34","82,733.98",B
CPA,Auditing,Audit Opinion,Easy,"[Auditing-100] Planning materiality is 1% of PHP 3,931,309.00. Compute materiality.","37,347.44","43,244.39","41,278.74","39,313.09",D
